alpha,beta,chain
-0.1934681,0.13619402,chain_0
-0.2161541,0.1818492,chain_0
-0.22219467,0.1736527,chain_0
-0.1700573,0.13756308,chain_0
-0.20631027,0.1730705,chain_0
-0.20464325,0.17614408,chain_0
-0.21178627,0.16829032,chain_0
-0.22205734,0.1940909,chain_0
-0.20140076,0.1743795,chain_0
-0.20846748,0.17028947,chain_0
-0.1985035,0.14823553,chain_0
-0.2560234,0.18732587,chain_0
-0.2353096,0.19271936,chain_0
-0.20347977,0.15239422,chain_0
-0.23342705,0.18682146,chain_0
-0.22010422,0.17541015,chain_0
-0.206213,0.18155675,chain_0
-0.20536804,0.14215657,chain_0
-0.210289,0.21105799,chain_0
-0.21882439,0.1431041,chain_0
-0.2298088,0.23379664,chain_0
-0.24238968,0.16001563,chain_0
-0.21217346,0.19609362,chain_0
-0.209301,0.16875139,chain_0
-0.20350456,0.16498795,chain_0
-0.2259922,0.18621898,chain_0
-0.22284126,0.19757177,chain_0
-0.21130562,0.20579517,chain_0
-0.21992302,0.19910169,chain_0
-0.20052338,0.17847767,chain_0
-0.19927788,0.19026704,chain_0
-0.22798729,0.19586243,chain_0
-0.20743942,0.2124637,chain_0
-0.22380638,0.20353939,chain_0
-0.23862648,0.2020322,chain_0
-0.18575478,0.15946834,chain_0
-0.20642471,0.15591337,chain_0
-0.19800949,0.17740326,chain_0
-0.2366066,0.1874085,chain_0
-0.2301197,0.21549316,chain_0
-0.19717407,0.18022819,chain_0
-0.2070713,0.1799056,chain_0
-0.2073021,0.18510312,chain_0
-0.23762512,0.1790101,chain_0
-0.20404434,0.18399082,chain_0
-0.2284069,0.17005858,chain_0
-0.2193737,0.17747055,chain_0
-0.19543076,0.18505313,chain_0
-0.2068119,0.18722272,chain_0
-0.20086479,0.13193454,chain_0
-0.2192707,0.18869767,chain_0
-0.21432686,0.15801115,chain_0
-0.22420502,0.19771825,chain_0
-0.22958565,0.17834543,chain_0
-0.2181797,0.1495299,chain_0
-0.22338867,0.18081994,chain_0
-0.2082138,0.16365236,chain_0
-0.21188354,0.17847382,chain_0
-0.23345947,0.16654225,chain_0
-0.21784401,0.17826498,chain_0
-0.21333122,0.16468078,chain_0
-0.22310638,0.2027804,chain_0
-0.22385406,0.17830008,chain_0
-0.22062492,0.159051,chain_0
-0.24641228,0.2205797,chain_0
-0.19154358,0.16860192,chain_0
-0.20516014,0.17185816,chain_0
-0.23801994,0.1922844,chain_0
-0.2503338,0.2472535,chain_0
-0.2366848,0.19368367,chain_0
-0.23024559,0.18707904,chain_0
-0.22359657,0.18707876,chain_0
-0.21640778,0.19099507,chain_0
-0.19508362,0.19210635,chain_0
-0.22975731,0.17586894,chain_0
-0.22630882,0.20803176,chain_0
-0.18810463,0.1642013,chain_0
-0.21764374,0.16060764,chain_0
-0.2121849,0.17710495,chain_0
-0.25034904,0.1969897,chain_0
-0.20300102,0.17241508,chain_0
-0.20471764,0.1648869,chain_0
-0.19516945,0.17303959,chain_0
-0.25237083,0.19081715,chain_0
-0.22213745,0.176621,chain_0
-0.22071838,0.18208945,chain_0
-0.21541595,0.19836162,chain_0
-0.2312069,0.17127083,chain_0
-0.19104385,0.15855944,chain_0
-0.21944618,0.15276921,chain_0
-0.21295547,0.16886702,chain_0
-0.22522926,0.1783829,chain_0
-0.22850037,0.16675305,chain_0
-0.22636032,0.16147485,chain_0
-0.2131443,0.17796116,chain_0
-0.2593155,0.21482432,chain_0
-0.19822502,0.15587212,chain_0
-0.23016357,0.1896168,chain_0
-0.2250843,0.18072043,chain_0
-0.20218849,0.16797404,chain_0
-0.20128441,0.12565969,chain_0
-0.23200035,0.1789326,chain_0
-0.23807144,0.18322206,chain_0
-0.23900223,0.20615971,chain_0
-0.21967697,0.17630127,chain_0
-0.21264458,0.14209564,chain_0
-0.19951057,0.15566945,chain_0
-0.18905258,0.17591782,chain_0
-0.20958328,0.19496687,chain_0
-0.20583725,0.19039719,chain_0
-0.21386719,0.16996469,chain_0
-0.1987133,0.1944598,chain_0
-0.196352,0.1513738,chain_0
-0.21172523,0.20586437,chain_0
-0.23510742,0.17790568,chain_0
-0.19721413,0.18085948,chain_0
-0.19602394,0.15583254,chain_0
-0.21605873,0.15764809,chain_0
-0.2054348,0.16502935,chain_0
-0.20750427,0.15923618,chain_0
-0.22425652,0.18604991,chain_0
-0.22268295,0.20414531,chain_0
-0.20961952,0.20407951,chain_0
-0.24118423,0.18988304,chain_0
-0.18108177,0.15410726,chain_0
-0.23431969,0.14728779,chain_0
-0.20352364,0.17968561,chain_0
-0.20700455,0.16355278,chain_0
-0.21413422,0.16623643,chain_0
-0.20513725,0.17717141,chain_0
-0.19553375,0.1586481,chain_0
-0.20966148,0.19251685,chain_0
-0.21861076,0.18292315,chain_0
-0.22843933,0.20946339,chain_0
-0.21042824,0.1524477,chain_0
-0.24573326,0.19403356,chain_0
-0.2317028,0.2231865,chain_0
-0.212286,0.15100639,chain_0
-0.21162987,0.19096956,chain_0
-0.22979546,0.18307321,chain_0
-0.22971535,0.18525346,chain_0
-0.23494148,0.18017688,chain_0
-0.19797325,0.18030085,chain_0
-0.22000313,0.16438687,chain_0
-0.217659,0.18106192,chain_0
-0.24341583,0.17197622,chain_0
-0.22145653,0.18070136,chain_0
-0.23145294,0.16567305,chain_0
-0.22340393,0.21433648,chain_0
-0.2145176,0.2000567,chain_0
-0.22101593,0.15961552,chain_0
-0.1994667,0.14686461,chain_0
-0.21663094,0.19204009,chain_0
-0.20409393,0.17720065,chain_0
-0.23054314,0.17084594,chain_0
-0.23517227,0.19743663,chain_0
-0.2208023,0.1903932,chain_0
-0.1763668,0.16362077,chain_0
-0.20852661,0.16384141,chain_0
-0.21515846,0.16932374,chain_0
-0.21318817,0.1865458,chain_0
-0.22260284,0.19446117,chain_0
-0.2203865,0.20459402,chain_0
-0.22330856,0.18465436,chain_0
-0.22401047,0.18900713,chain_0
-0.22084236,0.19031532,chain_0
-0.20792389,0.16408783,chain_0
-0.2121582,0.16161002,chain_0
-0.20471,0.21119685,chain_0
-0.21611023,0.1994782,chain_0
-0.20680809,0.18731886,chain_0
-0.20502853,0.19161901,chain_0
-0.20195007,0.17279032,chain_0
-0.216259,0.17307395,chain_0
-0.2061863,0.13932009,chain_0
-0.2204113,0.19543146,chain_0
-0.18838692,0.1772935,chain_0
-0.19504738,0.13271974,chain_0
-0.2175293,0.16370507,chain_0
-0.21166039,0.17239358,chain_0
-0.21666527,0.17721692,chain_0
-0.22379303,0.2071416,chain_0
-0.24395752,0.21133004,chain_0
-0.23220634,0.18366432,chain_0
-0.22411156,0.17579052,chain_0
-0.21267891,0.20048943,chain_0
-0.21178246,0.17860699,chain_0
-0.21907043,0.17916691,chain_0
-0.22885513,0.1861957,chain_0
-0.23298836,0.21266703,chain_0
-0.2137661,0.15633383,chain_0
-0.19001007,0.16464722,chain_0
-0.21375084,0.13469107,chain_0
-0.21530724,0.18332434,chain_0
-0.26164246,0.19902809,chain_0
-0.19982147,0.15915266,chain_0
-0.23999596,0.22874627,chain_0
-0.20691109,0.17039475,chain_0
-0.24447823,0.19104774,chain_0
-0.21250725,0.18689567,chain_0
-0.19802094,0.15559831,chain_0
-0.22044754,0.19463195,chain_0
-0.20339203,0.18666561,chain_0
-0.21460152,0.1599704,chain_0
-0.1862011,0.13244362,chain_0
-0.19280052,0.15270312,chain_0
-0.20014381,0.15650281,chain_0
-0.2185421,0.18819372,chain_0
-0.25074387,0.22375298,chain_0
-0.20360184,0.16011974,chain_0
-0.19802094,0.16597864,chain_0
-0.21234703,0.15600136,chain_0
-0.2246685,0.17044792,chain_0
-0.23171043,0.20859331,chain_0
-0.20503616,0.15583397,chain_0
-0.24780273,0.20748244,chain_0
-0.2050209,0.15448849,chain_0
-0.24671555,0.17812702,chain_0
-0.19895744,0.15733132,chain_0
-0.18523788,0.1249242,chain_0
-0.25195503,0.19644813,chain_0
-0.22602081,0.18442863,chain_0
-0.21078491,0.19220284,chain_0
-0.253191,0.19621262,chain_0
-0.20186424,0.16798164,chain_0
-0.2191925,0.183293,chain_0
-0.19237328,0.15832245,chain_0
-0.22248459,0.18633725,chain_0
-0.19208908,0.15592055,chain_0
-0.20211029,0.16569707,chain_0
-0.20642471,0.17633283,chain_0
-0.1874218,0.12668274,chain_0
-0.25836372,0.21868032,chain_0
-0.2523327,0.22531088,chain_0
-0.19939995,0.17910692,chain_0
-0.19853783,0.17637917,chain_0
-0.21037483,0.16706724,chain_0
-0.20442009,0.16293739,chain_0
-0.20404816,0.18647483,chain_0
-0.22457314,0.16779295,chain_0
-0.20875359,0.1838988,chain_0
-0.22304153,0.20620269,chain_0
-0.21917725,0.19228207,chain_0
-0.2155323,0.18571283,chain_0
-0.20055199,0.18509977,chain_0
-0.23195267,0.16179371,chain_0
-0.20211792,0.15756367,chain_0
-0.21351242,0.16002522,chain_0
-0.20578194,0.18336678,chain_0
-0.2311039,0.18428585,chain_0
-0.20044899,0.1597959,chain_0
-0.20233345,0.17646699,chain_0
-0.18819046,0.15100478,chain_0
-0.21393967,0.16812813,chain_0
-0.21676826,0.21010889,chain_0
-0.20822906,0.17640935,chain_0
-0.26742744,0.21034738,chain_0
-0.17905045,0.1433545,chain_0
-0.21780777,0.1922922,chain_0
-0.2189064,0.15703097,chain_0
-0.23282433,0.19232768,chain_0
-0.2216301,0.187265,chain_0
-0.22386551,0.18851614,chain_0
-0.2025528,0.17118064,chain_0
-0.20393181,0.13953954,chain_0
-0.24930763,0.20534761,chain_0
-0.20142937,0.1363394,chain_0
-0.21411896,0.17258765,chain_0
-0.21431541,0.17922437,chain_0
-0.24175072,0.18254688,chain_0
-0.21165276,0.16230139,chain_0
-0.20491219,0.13705797,chain_0
-0.21354866,0.21624017,chain_0
-0.21954727,0.19471064,chain_0
-0.25154686,0.20336922,chain_0
-0.1886177,0.15438733,chain_0
-0.24085617,0.17984276,chain_0
-0.21120453,0.20527697,chain_0
-0.21734047,0.18917988,chain_0
-0.2503929,0.19800901,chain_0
-0.20121956,0.15202673,chain_0
-0.18232536,0.16084549,chain_0
-0.20830345,0.16065067,chain_1
-0.23851204,0.1946156,chain_1
-0.21737671,0.16621532,chain_1
-0.22166824,0.20001768,chain_1
-0.21595764,0.20767173,chain_1
-0.18755913,0.18410353,chain_1
-0.21648979,0.17938943,chain_1
-0.20493317,0.15328322,chain_1
-0.23018837,0.15914318,chain_1
-0.21339607,0.18329811,chain_1
-0.19774246,0.16742758,chain_1
-0.24403763,0.20668231,chain_1
-0.24373436,0.22480294,chain_1
-0.19304657,0.16352315,chain_1
-0.25430298,0.2086689,chain_1
-0.22067451,0.15802614,chain_1
-0.2292881,0.20618425,chain_1
-0.24802399,0.19842054,chain_1
-0.23672676,0.18878964,chain_1
-0.21234703,0.19526373,chain_1
-0.21373177,0.19555004,chain_1
-0.20315933,0.15881348,chain_1
-0.20809937,0.20995808,chain_1
-0.20330048,0.1623335,chain_1
-0.21533203,0.17467992,chain_1
-0.23129654,0.18608505,chain_1
-0.2147541,0.1812752,chain_1
-0.2028389,0.15490636,chain_1
-0.19591713,0.14142102,chain_1
-0.20292854,0.17619278,chain_1
-0.21320152,0.17745039,chain_1
-0.22249031,0.19965054,chain_1
-0.21462822,0.15758948,chain_1
-0.21776009,0.14495848,chain_1
-0.236763,0.17057869,chain_1
-0.20270157,0.1950764,chain_1
-0.24278831,0.17735389,chain_1
-0.21149254,0.15104789,chain_1
-0.2265625,0.18792436,chain_1
-0.21167374,0.16948211,chain_1
-0.1964035,0.14048395,chain_1
-0.21050262,0.20325762,chain_1
-0.22289658,0.19853158,chain_1
-0.20171928,0.16165107,chain_1
-0.19885826,0.16463707,chain_1
-0.23828697,0.19610055,chain_1
-0.24379921,0.20680206,chain_1
-0.2457962,0.17860757,chain_1
-0.1890316,0.15166593,chain_1
-0.19352531,0.19655164,chain_1
-0.21192741,0.1808656,chain_1
-0.23862267,0.19280663,chain_1
-0.20185661,0.14804181,chain_1
-0.22081184,0.16224048,chain_1
-0.20398521,0.20924434,chain_1
-0.22126198,0.18407841,chain_1
-0.23055458,0.18734454,chain_1
-0.21606636,0.18026724,chain_1
-0.20716476,0.20095348,chain_1
-0.24361229,0.17479038,chain_1
-0.24103928,0.19192398,chain_1
-0.22912979,0.19687442,chain_1
-0.20659256,0.18950066,chain_1
-0.20517349,0.19291922,chain_1
-0.20915222,0.18169102,chain_1
-0.20344925,0.15988797,chain_1
-0.25047874,0.24587232,chain_1
-0.21395493,0.19551149,chain_1
-0.23111725,0.19498366,chain_1
-0.18488503,0.17088298,chain_1
-0.2422142,0.20966494,chain_1
-0.20925713,0.23059082,chain_1
-0.23628616,0.21064475,chain_1
-0.21037483,0.17298032,chain_1
-0.21789742,0.19035523,chain_1
-0.19179916,0.14570808,chain_1
-0.2118988,0.18179195,chain_1
-0.2417965,0.21922027,chain_1
-0.20959091,0.1694125,chain_1
-0.23887253,0.208371,chain_1
-0.24930382,0.20533015,chain_1
-0.2060852,0.18495508,chain_1
-0.2170906,0.19513452,chain_1
-0.1861515,0.15106247,chain_1
-0.2138462,0.1639565,chain_1
-0.22324753,0.17292182,chain_1
-0.20032883,0.14153607,chain_1
-0.2298317,0.22155003,chain_1
-0.21553993,0.15310921,chain_1
-0.20075607,0.1410417,chain_1
-0.20681572,0.15042908,chain_1
-0.2216301,0.18289213,chain_1
-0.21232986,0.15693203,chain_1
-0.23713112,0.17579688,chain_1
-0.19738007,0.19366595,chain_1
-0.21200752,0.17976828,chain_1
-0.19786453,0.18032883,chain_1
-0.19875717,0.16605031,chain_1
-0.21030617,0.17230381,chain_1
-0.20477104,0.15465368,chain_1
-0.2204876,0.17164841,chain_1
-0.21912766,0.15748279,chain_1
-0.21104431,0.20083828,chain_1
-0.23158073,0.20678526,chain_1
-0.20829582,0.15047018,chain_1
-0.24298286,0.17905405,chain_1
-0.23192024,0.21720153,chain_1
-0.23970985,0.19616045,chain_1
-0.21713066,0.19502416,chain_1
-0.20678139,0.19081594,chain_1
-0.19828796,0.17753689,chain_1
-0.24879265,0.18644564,chain_1
-0.23448563,0.21074784,chain_1
-0.20781326,0.15871242,chain_1
-0.25665665,0.19659081,chain_1
-0.22027779,0.1605404,chain_1
-0.21432304,0.17760038,chain_1
-0.20140076,0.15726985,chain_1
-0.20112419,0.17260687,chain_1
-0.21152496,0.18325423,chain_1
-0.24100304,0.19468021,chain_1
-0.24234772,0.16970569,chain_1
-0.21621895,0.17814967,chain_1
-0.20689774,0.16198593,chain_1
-0.19327927,0.15802254,chain_1
-0.21245956,0.17729566,chain_1
-0.22619057,0.1919839,chain_1
-0.24342346,0.18413174,chain_1
-0.20652008,0.16721776,chain_1
-0.22647667,0.21277569,chain_1
-0.20634651,0.17183678,chain_1
-0.20596313,0.1879985,chain_1
-0.1923294,0.18347558,chain_1
-0.23131561,0.17755355,chain_1
-0.25314903,0.21554852,chain_1
-0.22286797,0.19572899,chain_1
-0.21015549,0.15895297,chain_1
-0.2123146,0.17528863,chain_1
-0.1780777,0.15503849,chain_1
-0.20942688,0.17445098,chain_1
-0.20687485,0.20816784,chain_1
-0.20974159,0.18398418,chain_1
-0.22964287,0.18878447,chain_1
-0.21730423,0.18503435,chain_1
-0.2181797,0.16720322,chain_1
-0.21278954,0.17516227,chain_1
-0.20576668,0.18852937,chain_1
-0.23944664,0.17845741,chain_1
-0.20797539,0.19047329,chain_1
-0.224926,0.19258726,chain_1
-0.22919464,0.1440622,chain_1
-0.21426392,0.20154087,chain_1
-0.22299767,0.16334467,chain_1
-0.19277954,0.15215228,chain_1
-0.2260704,0.17435151,chain_1
-0.1834774,0.15758634,chain_1
-0.2060337,0.19640987,chain_1
-0.18378258,0.15997885,chain_1
-0.21966553,0.19452801,chain_1
-0.21009254,0.1721838,chain_1
-0.19916916,0.16314314,chain_1
-0.19840813,0.17121437,chain_1
-0.21040916,0.17329712,chain_1
-0.21254158,0.17589106,chain_1
-0.21969795,0.12946588,chain_1
-0.26163483,0.20576109,chain_1
-0.23362541,0.20803419,chain_1
-0.23090172,0.19378722,chain_1
-0.22851753,0.18984757,chain_1
-0.2382431,0.17633252,chain_1
-0.1963253,0.19113426,chain_1
-0.19681549,0.16488639,chain_1
-0.21690941,0.18453723,chain_1
-0.24082375,0.22946332,chain_1
-0.23804092,0.17335702,chain_1
-0.2319336,0.20502381,chain_1
-0.2067585,0.20990838,chain_1
-0.23076057,0.17405824,chain_1
-0.22680855,0.19162454,chain_1
-0.2059269,0.19593371,chain_1
-0.22772408,0.17467606,chain_1
-0.2127819,0.16762243,chain_1
-0.23410225,0.1810263,chain_1
-0.21220207,0.20374589,chain_1
-0.23706245,0.17187607,chain_1
-0.21028137,0.17771448,chain_1
-0.28772926,0.23797575,chain_1
-0.20442772,0.19758336,chain_1
-0.2083149,0.18040517,chain_1
-0.20488358,0.15747555,chain_1
-0.20677757,0.16775356,chain_1
-0.2213993,0.20816739,chain_1
-0.2031517,0.18234071,chain_1
-0.23192978,0.19184037,chain_1
-0.21562958,0.17235507,chain_1
-0.18715096,0.16035911,chain_1
-0.21982193,0.20087942,chain_1
-0.16981125,0.1634838,chain_1
-0.22777367,0.173085,chain_1
-0.21936607,0.21434891,chain_1
-0.23350906,0.15464728,chain_1
-0.22682953,0.1587727,chain_1
-0.23287392,0.19223359,chain_1
-0.19962311,0.17098838,chain_1
-0.21609879,0.17149277,chain_1
-0.22987366,0.17757896,chain_1
-0.21975708,0.17833324,chain_1
-0.19637299,0.1625453,chain_1
-0.23067665,0.18484098,chain_1
-0.21141434,0.15508737,chain_1
-0.22343063,0.17799407,chain_1
-0.22504807,0.1725933,chain_1
-0.22340393,0.17203782,chain_1
-0.24171066,0.22899106,chain_1
-0.22570992,0.17917293,chain_1
-0.2238903,0.20663269,chain_1
-0.22165298,0.18326199,chain_1
-0.19052505,0.15163401,chain_1
-0.1973362,0.20479837,chain_1
-0.22982025,0.16893688,chain_1
-0.20735168,0.16342881,chain_1
-0.20363045,0.15046044,chain_1
-0.21718979,0.1681231,chain_1
-0.25007248,0.18390255,chain_1
-0.2123909,0.17826147,chain_1
-0.21129036,0.14837424,chain_1
-0.21482277,0.17386964,chain_1
-0.22293854,0.16195431,chain_1
-0.22013283,0.1715389,chain_1
-0.22110939,0.1849283,chain_1
-0.21171379,0.15014257,chain_1
-0.18726349,0.18011616,chain_1
-0.22230339,0.21128513,chain_1
-0.21393204,0.17129056,chain_1
-0.19651794,0.15642197,chain_1
-0.17062378,0.13156207,chain_1
-0.23589897,0.19337726,chain_1
-0.21055794,0.15753946,chain_1
-0.22172356,0.20287427,chain_1
-0.19556046,0.17446537,chain_1
-0.21930122,0.17696583,chain_1
-0.2300415,0.17943998,chain_1
-0.23682022,0.20875698,chain_1
-0.2104435,0.16778807,chain_1
-0.22340965,0.14854254,chain_1
-0.21060944,0.16385958,chain_1
-0.22834969,0.18341427,chain_1
-0.21608925,0.19887677,chain_1
-0.21878624,0.16935252,chain_1
-0.22407532,0.18027188,chain_1
-0.20756721,0.19926004,chain_1
-0.20947456,0.1614244,chain_1
-0.19711304,0.17434971,chain_1
-0.22602081,0.17692259,chain_1
-0.22123909,0.18046507,chain_1
-0.24027443,0.19300331,chain_1
-0.2025528,0.18519755,chain_1
-0.20365334,0.1841973,chain_1
-0.198452,0.16351748,chain_1
-0.24109459,0.18300785,chain_1
-0.22450256,0.19353557,chain_1
-0.23179626,0.19285679,chain_1
-0.21118164,0.1885734,chain_1
-0.19599533,0.20352054,chain_1
-0.23732567,0.17169024,chain_1
-0.2330265,0.18107243,chain_1
-0.23708725,0.19689316,chain_1
-0.21665382,0.17135336,chain_1
-0.2205658,0.21029879,chain_1
-0.1979084,0.1469755,chain_1
-0.19843674,0.17248964,chain_1
-0.20588303,0.19080198,chain_1
-0.21187782,0.18451907,chain_1
-0.21824837,0.18174332,chain_1
-0.19069862,0.16866073,chain_1
-0.19592667,0.16108477,chain_1
-0.20679283,0.18685216,chain_1
-0.20084953,0.1416444,chain_1
-0.20463371,0.18319233,chain_1
-0.20341301,0.17592862,chain_1
-0.20999146,0.18042843,chain_1
-0.21283913,0.16198154,chain_1
-0.1953144,0.18440829,chain_1
-0.21673203,0.2226767,chain_1
-0.21631432,0.19851412,chain_1
-0.22121811,0.16394992,chain_1
-0.21179771,0.17001458,chain_1
-0.20822144,0.17944285,chain_1
-0.220335,0.1476552,chain_1
-0.20171165,0.2070036,chain_1
-0.22704697,0.19540268,chain_1
-0.23222351,0.20384501,chain_1
-0.2516117,0.19223183,chain_1
-0.20075989,0.15603249,chain_1
-0.19111252,0.17855678,chain_1
-0.22949791,0.18740854,chain_1
-0.23031998,0.18735819,chain_1
-0.23209,0.20626383,chain_1
-0.20942688,0.18247804,chain_1
-0.22281647,0.17790598,chain_1
-0.22121811,0.17982544,chain_1
-0.22500801,0.17507479,chain_1
-0.22249413,0.20640253,chain_1
-0.23501968,0.19552484,chain_1
-0.20103073,0.16918762,chain_1
-0.23589516,0.19714074,chain_1
-0.2147541,0.18168744,chain_1
-0.2362709,0.18696992,chain_1
-0.22953033,0.18169771,chain_1
-0.2230339,0.19767804,chain_1
-0.22792244,0.21084662,chain_1
-0.22108078,0.16236863,chain_1
-0.19447517,0.15734504,chain_1
-0.21287537,0.16489735,chain_1
-0.18385124,0.148277,chain_1
-0.22135162,0.20614992,chain_1
-0.19334412,0.15983197,chain_1
-0.21507645,0.17004748,chain_1
-0.1747303,0.16335396,chain_1
-0.21437263,0.15999648,chain_1
-0.2434082,0.21803018,chain_1
-0.21318817,0.17358652,chain_1
-0.20629501,0.18474397,chain_1
-0.19654083,0.18506178,chain_1
-0.23015976,0.1938224,chain_1
-0.22377968,0.17615712,chain_1
-0.25440025,0.22282109,chain_1
-0.19048119,0.15838441,chain_1
-0.20966911,0.14042738,chain_1
-0.22533989,0.16656011,chain_1
-0.23902321,0.1964567,chain_1
-0.23596954,0.21377291,chain_1
-0.20655632,0.18053056,chain_1
-0.24168205,0.19309036,chain_1
-0.21328926,0.17782833,chain_1
-0.21045113,0.1498169,chain_1
-0.19899559,0.17657255,chain_1
-0.22675896,0.2100602,chain_1
-0.21863556,0.19925128,chain_1
-0.22380638,0.16464597,chain_1
-0.21995163,0.16636421,chain_1
-0.2178936,0.17699566,chain_1
-0.2378025,0.20946214,chain_1
-0.21849632,0.14914863,chain_1
-0.17281532,0.14580263,chain_1
-0.21833229,0.16891825,chain_1
-0.19155312,0.16859956,chain_1
-0.24842453,0.18412316,chain_1
-0.20198059,0.15945977,chain_1
-0.22403526,0.19135752,chain_1
-0.23427963,0.19524176,chain_1
-0.21060371,0.20009153,chain_1
-0.23029327,0.18984042,chain_1
-0.21248436,0.18649067,chain_1
-0.24309349,0.17831005,chain_1
-0.22794342,0.17987087,chain_1
-0.21147156,0.18685134,chain_1
-0.22158623,0.17759773,chain_1
-0.2296505,0.18271488,chain_1
-0.22032738,0.2105287,chain_1
-0.18719101,0.15825956,chain_1
-0.21525002,0.17855193,chain_1
-0.22637558,0.19371206,chain_1
-0.23992729,0.19328171,chain_1
-0.2193985,0.17420651,chain_1
-0.24557495,0.18545836,chain_1
-0.2087059,0.18442912,chain_1
-0.21976471,0.19304812,chain_1
-0.21733475,0.14546132,chain_1
-0.2183609,0.15799978,chain_1
-0.22944832,0.18035123,chain_1
-0.21299171,0.19652636,chain_1
-0.2091217,0.19302443,chain_1
-0.22616196,0.19015819,chain_1
-0.21933746,0.21019696,chain_1
-0.19511223,0.14798656,chain_1
-0.23648071,0.23330894,chain_1
-0.22776031,0.1907225,chain_1
-0.22619629,0.19267218,chain_1
-0.2032547,0.16523059,chain_1
-0.19400978,0.14645945,chain_1
-0.232481,0.20468655,chain_1
-0.24297142,0.1790059,chain_1
-0.19266891,0.17612042,chain_1
-0.2256794,0.1962906,chain_1
-0.21225357,0.15174133,chain_1
-0.2026825,0.17467572,chain_1
-0.19048882,0.18168953,chain_1
-0.23595238,0.22109893,chain_1
-0.22052383,0.19919015,chain_1
-0.21797752,0.16032505,chain_1
-0.22715569,0.1795753,chain_1
-0.2419796,0.17262284,chain_1
-0.2238388,0.19688334,chain_1
-0.2116375,0.18028551,chain_1
-0.22624397,0.19913617,chain_1
-0.19852448,0.17089187,chain_1
-0.19670868,0.14802016,chain_1
-0.2375679,0.21628977,chain_1
-0.24426079,0.21277577,chain_1
-0.1987648,0.19165935,chain_1
-0.21820831,0.18912755,chain_1
-0.18779373,0.18639588,chain_1
-0.20394325,0.15438928,chain_1
-0.21509361,0.18000503,chain_1
-0.22312737,0.18888652,chain_1
-0.21700096,0.17088175,chain_1
-0.20523071,0.17269771,chain_1
-0.21377373,0.18534319,chain_1
-0.21794891,0.13679893,chain_1
-0.2122364,0.1857647,chain_1
-0.23708725,0.19363934,chain_1
-0.22303009,0.16432793,chain_1
-0.21880531,0.17513451,chain_1
-0.22109413,0.17928472,chain_1
-0.21033859,0.1899239,chain_1
-0.20293617,0.17228892,chain_1
-0.24168587,0.19260369,chain_1
-0.22834587,0.19361904,chain_1
-0.19837761,0.16303943,chain_1
-0.21968842,0.16390458,chain_1
-0.21661949,0.18132585,chain_1
-0.20069122,0.18421541,chain_1
-0.20616531,0.1867273,chain_1
-0.20406914,0.17551082,chain_1
-0.21053505,0.15361626,chain_1
-0.23531723,0.1767739,chain_1
-0.19130707,0.18173961,chain_1
-0.19954872,0.16077462,chain_1
-0.20172691,0.1656829,chain_1
-0.19939995,0.1694008,chain_1
-0.21930885,0.17027579,chain_1
-0.23278809,0.17875859,chain_1
-0.2300415,0.21398333,chain_1
-0.20561409,0.18804112,chain_1
-0.21496773,0.18854885,chain_1
-0.220335,0.1649735,chain_1
-0.21776009,0.17528708,chain_1
-0.19887543,0.16166928,chain_1
-0.2334423,0.20555872,chain_1
-0.2118187,0.22043169,chain_1
-0.22276306,0.19655319,chain_1
-0.22261047,0.1843924,chain_1
-0.20691109,0.16391699,chain_1
-0.2378521,0.18449074,chain_1
-0.19646645,0.183638,chain_1
-0.22365952,0.17062217,chain_1
-0.21331406,0.17001355,chain_1
-0.21064758,0.19008486,chain_1
-0.20456505,0.1690246,chain_1
-0.23273659,0.24455449,chain_1
-0.22378731,0.1794093,chain_1
-0.22813034,0.18302788,chain_1
-0.20806503,0.20036806,chain_1
-0.24560356,0.18749467,chain_1
-0.21187973,0.18457457,chain_1
-0.22824478,0.20497984,chain_1
-0.21901321,0.19981767,chain_1
-0.20516586,0.16607627,chain_1
-0.21912193,0.17371342,chain_1
-0.19918823,0.18704726,chain_1
-0.21016884,0.17674877,chain_1
-0.20082855,0.18534358,chain_1
-0.22838402,0.18336245,chain_1
-0.23427963,0.20599468,chain_1
-0.2015152,0.1365712,chain_1
-0.21347237,0.1533231,chain_1
-0.22183228,0.15738814,chain_1
-0.2138176,0.17601243,chain_1
-0.205513,0.15832643,chain_1
-0.23727798,0.1774959,chain_1
-0.2363491,0.18718861,chain_1
-0.23234749,0.19745259,chain_1
-0.19905663,0.15461658,chain_1
-0.21435738,0.1681377,chain_1
-0.22097206,0.18207869,chain_1
-0.22072601,0.17369929,chain_1
-0.20788193,0.16190319,chain_1
-0.22688866,0.17259687,chain_1
-0.20134926,0.167393,chain_1
-0.2084446,0.1634803,chain_1
-0.20645142,0.19589669,chain_1
-0.21035385,0.16973704,chain_1
-0.23695374,0.1888788,chain_1
-0.1972065,0.15253375,chain_1
-0.22623062,0.18365942,chain_1
-0.2317257,0.19799255,chain_1
-0.23334312,0.19686356,chain_1
-0.24625397,0.2280804,chain_1
-0.18182755,0.16892932,chain_1
-0.2165699,0.19619454,chain_1
-0.22856903,0.18441345,chain_1
-0.21369362,0.18443254,chain_1
-0.24329567,0.20995438,chain_1
-0.21033096,0.16946106,chain_1
-0.18542862,0.15265669,chain_1
