alpha,beta,chain
-0.22689494,0.20916425,chain_0
-0.1867053,0.16107933,chain_0
-0.24356624,0.18479763,chain_0
-0.24506867,0.16197278,chain_0
-0.20782897,0.18269598,chain_0
-0.20757653,0.16514648,chain_0
-0.21733356,0.19056477,chain_0
-0.24422117,0.21388447,chain_0
-0.22952202,0.20467328,chain_0
-0.21460634,0.17520909,chain_0
-0.24793556,0.18950598,chain_0
-0.2332704,0.18733172,chain_0
-0.22353101,0.16933067,chain_0
-0.22947624,0.18329565,chain_0
-0.21142323,0.15870154,chain_0
-0.22959521,0.20111477,chain_0
-0.27641144,0.2304234,chain_0
-0.23425819,0.19776426,chain_0
-0.17883532,0.16519377,chain_0
-0.21714473,0.17871107,chain_0
-0.22132571,0.17753455,chain_0
-0.20054895,0.18390135,chain_0
-0.22432919,0.18878704,chain_0
-0.19344722,0.15672004,chain_0
-0.21945778,0.18502967,chain_0
-0.24905668,0.21909828,chain_0
-0.22859135,0.21586855,chain_0
-0.20035926,0.18723151,chain_0
-0.20788735,0.19750383,chain_0
-0.2181675,0.20901012,chain_0
-0.21298584,0.2185382,chain_0
-0.20534325,0.16331634,chain_0
-0.17683174,0.17610104,chain_0
-0.21522942,0.20561478,chain_0
-0.25108662,0.20325561,chain_0
-0.23274255,0.15953153,chain_0
-0.25065872,0.20573218,chain_0
-0.23713115,0.19702917,chain_0
-0.21334733,0.18175806,chain_0
-0.19369121,0.15616745,chain_0
-0.19656107,0.16866744,chain_0
-0.22694303,0.16668925,chain_0
-0.20664777,0.16526689,chain_0
-0.22231244,0.18778157,chain_0
-0.22818165,0.15082084,chain_0
-0.2142185,0.16146873,chain_0
-0.20389883,0.18005079,chain_0
-0.2124459,0.14989603,chain_0
-0.21036084,0.14631449,chain_0
-0.23389913,0.1770053,chain_0
-0.22546183,0.20932752,chain_0
-0.21868658,0.19626689,chain_0
-0.2147484,0.20248911,chain_0
-0.22276485,0.17826115,chain_0
-0.20122162,0.17975192,chain_0
-0.20996192,0.17797987,chain_0
-0.19491957,0.13982657,chain_0
-0.24014041,0.21961461,chain_0
-0.19460468,0.14534461,chain_0
-0.23392767,0.16314216,chain_0
-0.19848217,0.15653627,chain_0
-0.23227209,0.19963636,chain_0
-0.18807015,0.1743525,chain_0
-0.24218063,0.17562273,chain_0
-0.19782706,0.15787679,chain_0
-0.20407656,0.1580564,chain_0
-0.21129501,0.17743236,chain_1
-0.19847213,0.137088,chain_1
-0.19672732,0.17821413,chain_1
-0.22732337,0.18008615,chain_1
-0.22547977,0.18358111,chain_1
-0.2174607,0.19629733,chain_1
-0.21227726,0.19096252,chain_1
-0.23667334,0.18076938,chain_1
-0.18339686,0.14213607,chain_1
-0.2283358,0.18895899,chain_1
-0.21177928,0.18872024,chain_1
-0.20375898,0.20015559,chain_1
-0.24183516,0.18859729,chain_1
-0.21887787,0.19333489,chain_1
-0.22478415,0.20670222,chain_1
-0.21835166,0.20563641,chain_1
-0.22801873,0.19950621,chain_1
-0.20114513,0.17481996,chain_1
-0.23346645,0.17509349,chain_1
-0.16968052,0.16045466,chain_1
-0.2211431,0.19261731,chain_1
-0.2044025,0.15605919,chain_1
-0.21297832,0.18982062,chain_1
-0.22573528,0.17377442,chain_1
-0.22095793,0.15879914,chain_1
-0.24427497,0.215626,chain_1
-0.21905974,0.1687643,chain_1
-0.23535992,0.19299029,chain_1
-0.2290203,0.18079276,chain_1
-0.19766718,0.19155546,chain_1
-0.20586573,0.19303404,chain_1
-0.21076788,0.18061295,chain_1
-0.23822217,0.20042726,chain_1
-0.21272483,0.22793204,chain_1
-0.19307463,0.14055254,chain_1
-0.19756901,0.18717326,chain_1
-0.2290594,0.179053,chain_1
-0.22344422,0.19905598,chain_1
-0.2335011,0.1869939,chain_1
-0.22576748,0.17704125,chain_1
-0.257039,0.18537602,chain_1
-0.22723512,0.20573786,chain_1
-0.20452735,0.15384069,chain_1
-0.2148762,0.17360361,chain_1
-0.21415211,0.18887661,chain_1
-0.1888439,0.16083454,chain_1
-0.21051466,0.15247738,chain_1
-0.2528023,0.17878339,chain_1
-0.20471217,0.16861388,chain_1
-0.19498768,0.18661906,chain_1
-0.22197211,0.17468591,chain_1
-0.24669099,0.1954659,chain_1
-0.18900661,0.14585713,chain_1
-0.19929728,0.15141249,chain_1
-0.20748307,0.19642192,chain_1
-0.22363877,0.17640634,chain_1
-0.18788661,0.14865373,chain_1
-0.21475855,0.17374271,chain_1
-0.22361588,0.1764528,chain_1
-0.21620885,0.19961073,chain_1
-0.21969685,0.21744746,chain_1
-0.21823375,0.20704746,chain_1
-0.21901385,0.17973109,chain_1
-0.22755532,0.18516187,chain_1
-0.21847066,0.21362785,chain_1
-0.20898394,0.18100762,chain_1
-0.21322383,0.16367303,chain_1
-0.19762376,0.18197075,chain_1
-0.18564051,0.14719887,chain_1
-0.19737238,0.13745415,chain_1
-0.22550057,0.18548822,chain_1
-0.22352637,0.18545413,chain_1
-0.20620507,0.17455842,chain_1
-0.19546396,0.13290222,chain_1
-0.21928918,0.17171109,chain_1
-0.20246752,0.15197055,chain_1
-0.23701254,0.19345714,chain_1
-0.19594663,0.149502,chain_1
-0.22291158,0.19219597,chain_1
-0.21415243,0.15661936,chain_1
-0.23190862,0.18937016,chain_1
-0.2137625,0.14200366,chain_1
-0.22335088,0.19680458,chain_1
-0.19033797,0.18206364,chain_1
-0.20426767,0.15058081,chain_1
-0.23990849,0.20707129,chain_1
-0.24645743,0.19392984,chain_1
-0.22633666,0.16581427,chain_1
-0.21397719,0.17368317,chain_1
-0.21340917,0.20113476,chain_1
-0.22051376,0.16991514,chain_1
-0.23149675,0.16398846,chain_1
-0.22990389,0.17159522,chain_1
-0.21116225,0.15170154,chain_1
-0.21537717,0.17542304,chain_1
-0.22506821,0.15586106,chain_1
-0.21582484,0.19973971,chain_1
-0.19135618,0.15202501,chain_1
-0.22342458,0.15467386,chain_1
-0.24298042,0.1876389,chain_1
-0.22683993,0.19501081,chain_1
-0.23948982,0.2098186,chain_1
-0.2292926,0.1482374,chain_1
-0.20524938,0.18811008,chain_1
-0.19453774,0.18502375,chain_1
-0.19236429,0.12923089,chain_1
-0.18847947,0.16508341,chain_1
-0.22418414,0.1736798,chain_1
-0.19483091,0.14314081,chain_1
-0.20052132,0.14762802,chain_1
-0.23114768,0.15655196,chain_1
-0.20769978,0.16096811,chain_1
-0.23402031,0.18350801,chain_1
-0.2008052,0.17271014,chain_1
-0.21444513,0.21161114,chain_1
-0.18255754,0.14735739,chain_1
-0.22805433,0.20329608,chain_1
-0.20970497,0.18800169,chain_1
-0.22539224,0.15391153,chain_1
-0.21766368,0.18975937,chain_1
-0.22350934,0.19456461,chain_1
-0.20858312,0.20144537,chain_1
-0.21105263,0.16809541,chain_1
-0.2304678,0.19888008,chain_1
-0.22928357,0.16406402,chain_1
-0.23361456,0.16896234,chain_1
-0.20791064,0.1731006,chain_1
-0.22682543,0.1733467,chain_1
-0.2113575,0.15741232,chain_1
-0.1890013,0.16683736,chain_1
-0.21357577,0.15987216,chain_1
-0.21375965,0.17443724,chain_1
-0.17676307,0.16967915,chain_1
-0.18233132,0.15627846,chain_1
-0.20797142,0.14965062,chain_1
-0.2256639,0.20267598,chain_1
-0.17583504,0.13766204,chain_1
-0.2252316,0.18494311,chain_1
-0.2141805,0.19928631,chain_1
-0.21567477,0.18613033,chain_1
-0.2055378,0.1733197,chain_1
-0.21192679,0.17832035,chain_1
-0.2218394,0.1735781,chain_1
-0.2284311,0.19806191,chain_1
-0.18722233,0.14635988,chain_1
-0.18053998,0.12589532,chain_1
-0.18896891,0.1542902,chain_1
-0.22159864,0.1734655,chain_1
-0.19989154,0.17113583,chain_1
-0.20631516,0.13292335,chain_1
-0.20236932,0.17755517,chain_1
-0.2149559,0.17128173,chain_1
-0.23099914,0.1866871,chain_1
-0.20247921,0.17033648,chain_1
-0.22916035,0.19013964,chain_1
-0.21639644,0.21015498,chain_1
-0.21221602,0.18883812,chain_1
-0.2234682,0.17845972,chain_1
-0.19841743,0.17013112,chain_1
-0.19771709,0.18097672,chain_1
-0.21178038,0.20122948,chain_1
-0.21472082,0.18264316,chain_1
-0.2356061,0.1614388,chain_1
-0.22062308,0.14689028,chain_1
-0.25492483,0.18772908,chain_1
-0.25112092,0.2110867,chain_1
-0.23197763,0.19673333,chain_1
-0.19391358,0.1526172,chain_1
-0.2056361,0.15995435,chain_1
-0.23797552,0.17324856,chain_1
-0.19848783,0.14851533,chain_1
-0.19863163,0.14025182,chain_1
-0.24225643,0.18015161,chain_1
-0.21956205,0.17675045,chain_1
-0.23153655,0.183097,chain_1
-0.1971411,0.16676694,chain_1
-0.25143215,0.21732783,chain_1
-0.21257918,0.12719294,chain_1
-0.2163814,0.18392426,chain_1
-0.21850422,0.20747885,chain_1
-0.23761086,0.19142868,chain_1
-0.19799802,0.16497976,chain_1
-0.2490041,0.19443086,chain_1
-0.21150275,0.19900462,chain_1
-0.22133663,0.15863737,chain_1
-0.21625195,0.16884208,chain_1
-0.22111169,0.15600398,chain_1
-0.22292818,0.18897298,chain_1
-0.20746842,0.21128626,chain_1
-0.22717878,0.2112343,chain_1
-0.20432216,0.18074039,chain_1
-0.2266132,0.18398497,chain_1
-0.25314805,0.20162895,chain_1
-0.20758453,0.18073866,chain_1
-0.21417052,0.18474331,chain_1
-0.21837804,0.1627471,chain_1
-0.20937085,0.1607975,chain_1
-0.23047042,0.21403548,chain_1
-0.17960326,0.1621422,chain_1
-0.19472916,0.1873281,chain_1
-0.2069709,0.15562502,chain_1
-0.22219698,0.14943282,chain_1
-0.20628896,0.16668725,chain_1
-0.20764033,0.17215456,chain_1
-0.22105487,0.20300026,chain_1
-0.221377,0.18595734,chain_1
-0.22014923,0.20752552,chain_1
-0.21962339,0.17946526,chain_1
-0.20338681,0.17219198,chain_1
-0.20932813,0.1669848,chain_1
-0.20802161,0.18393159,chain_1
-0.20471491,0.21912429,chain_1
-0.21139306,0.17126544,chain_1
-0.24490798,0.20572898,chain_1
-0.21068947,0.18250093,chain_1
-0.21313868,0.18291551,chain_1
-0.23799744,0.22741042,chain_1
-0.2359097,0.20197745,chain_1
-0.24944963,0.19215068,chain_1
-0.22485901,0.19423386,chain_1
-0.19816667,0.16681261,chain_1
-0.19887507,0.17652003,chain_1
-0.2294826,0.16044556,chain_1
-0.2130166,0.191031,chain_1
-0.23540998,0.17145702,chain_1
-0.19189638,0.14216883,chain_1
-0.19331694,0.15927576,chain_1
-0.22878805,0.18848622,chain_1
-0.23464863,0.20265253,chain_1
-0.21033418,0.15319872,chain_1
-0.21975014,0.19606543,chain_1
-0.21526575,0.17106335,chain_1
-0.23016088,0.19102198,chain_1
-0.23799704,0.20220587,chain_1
-0.21018071,0.1962773,chain_1
-0.25135854,0.18783863,chain_1
-0.21365422,0.17106082,chain_1
-0.22470878,0.18709348,chain_1
-0.20729646,0.18654312,chain_1
-0.23706406,0.21287128,chain_1
-0.22359939,0.19270834,chain_1
-0.20450108,0.16562165,chain_1
-0.20371674,0.1429237,chain_1
-0.257321,0.19856352,chain_1
-0.24102724,0.20655696,chain_1
-0.2130611,0.18856157,chain_1
-0.20524482,0.18726024,chain_1
-0.19794378,0.17148164,chain_1
-0.2026326,0.18407065,chain_1
-0.22289373,0.20710522,chain_1
-0.1997233,0.18357001,chain_1
-0.22166035,0.18876807,chain_1
-0.21695763,0.16907726,chain_1
-0.23246479,0.19954671,chain_1
-0.22843787,0.20965137,chain_1
-0.19773081,0.17539129,chain_1
-0.18713516,0.18895662,chain_1
-0.19727877,0.18101394,chain_1
-0.21300635,0.18155181,chain_1
-0.22808965,0.17776464,chain_1
-0.22788778,0.17672256,chain_1
-0.20653507,0.19386955,chain_1
-0.27030477,0.20691799,chain_1
-0.2162863,0.18268053,chain_1
-0.21297272,0.19299681,chain_1
-0.2155357,0.14327508,chain_1
-0.22233719,0.20565978,chain_1
-0.21662869,0.1740328,chain_1
-0.17835572,0.16829853,chain_1
-0.20645817,0.17022179,chain_1
-0.23741318,0.21112078,chain_1
-0.23895143,0.2120865,chain_1
-0.2150337,0.17079334,chain_1
-0.229169,0.17609769,chain_1
-0.19094297,0.15077071,chain_1
-0.20911044,0.1921162,chain_1
-0.20722114,0.17057814,chain_1
-0.19694394,0.13326058,chain_1
-0.21250962,0.16652243,chain_1
-0.20689441,0.201799,chain_1
-0.20927875,0.18994436,chain_1
-0.24476121,0.19865684,chain_1
-0.21192884,0.1868431,chain_1
-0.1988252,0.15359329,chain_1
-0.22481202,0.1842878,chain_1
-0.2213835,0.18357657,chain_1
-0.20084009,0.16346788,chain_1
-0.1978521,0.19437568,chain_1
-0.24349535,0.20281649,chain_1
-0.19568028,0.1994266,chain_1
-0.21271499,0.17696227,chain_1
-0.22200958,0.20914727,chain_1
-0.19748735,0.16440849,chain_1
-0.22599447,0.1957341,chain_1
-0.23265836,0.20356402,chain_1
-0.22317225,0.15618059,chain_1
-0.21779568,0.19888262,chain_1
-0.21048644,0.18639974,chain_1
-0.19496024,0.18268895,chain_1
-0.19994777,0.16669138,chain_1
-0.2100667,0.17345193,chain_1
-0.2140702,0.16575003,chain_1
-0.21031119,0.187156,chain_1
-0.22706392,0.17917702,chain_1
-0.23256482,0.19745271,chain_1
-0.2253705,0.18975621,chain_1
-0.23287348,0.22274671,chain_1
-0.21850137,0.20394263,chain_1
-0.20625286,0.1550254,chain_1
-0.2512877,0.19434792,chain_1
-0.21182851,0.15413934,chain_1
-0.212694,0.16914533,chain_1
-0.23032261,0.19830881,chain_1
-0.21912766,0.1888162,chain_1
-0.23511063,0.18004805,chain_1
-0.21183164,0.1536687,chain_1
-0.2183215,0.17020583,chain_1
-0.23097824,0.17281492,chain_1
-0.24185127,0.19911386,chain_1
-0.22812778,0.1788607,chain_1
-0.24329138,0.18258646,chain_1
-0.17739877,0.15223962,chain_1
-0.1916246,0.17370471,chain_1
-0.20669645,0.17467615,chain_1
-0.18395078,0.17096542,chain_1
-0.21879902,0.18664625,chain_1
-0.22756466,0.19163266,chain_1
-0.23895773,0.18541309,chain_1
-0.21800444,0.19109939,chain_1
-0.20830569,0.18488695,chain_1
-0.20207262,0.17354895,chain_1
-0.23436882,0.22359264,chain_1
-0.2635995,0.21276826,chain_1
-0.1987239,0.18793313,chain_1
-0.20362803,0.16311511,chain_1
-0.18704754,0.1557766,chain_1
-0.2008886,0.13984503,chain_1
-0.21689023,0.1835488,chain_1
-0.22406714,0.16529869,chain_1
-0.21711351,0.17209049,chain_1
-0.2649642,0.21834373,chain_1
-0.22975975,0.20372303,chain_1
-0.18570444,0.15760434,chain_1
-0.21576685,0.14510018,chain_1
-0.24570271,0.21321829,chain_1
-0.20173313,0.18020147,chain_1
-0.19041723,0.16369712,chain_1
-0.20882633,0.17770557,chain_1
-0.22547895,0.19784734,chain_1
-0.25060314,0.19883369,chain_1
-0.20326991,0.15802994,chain_1
-0.1978964,0.16443773,chain_1
-0.2253298,0.19737673,chain_1
-0.21375905,0.22253062,chain_1
-0.20218576,0.22510244,chain_1
-0.24180637,0.19998442,chain_1
-0.21029292,0.16815512,chain_1
-0.22112675,0.18689509,chain_1
-0.22758305,0.16051237,chain_1
-0.20894712,0.17053246,chain_1
-0.23143232,0.21283303,chain_1
-0.223689,0.18908678,chain_1
-0.21184993,0.16196711,chain_1
-0.23221439,0.18051934,chain_1
-0.23677006,0.17196178,chain_1
-0.23498419,0.1837109,chain_1
-0.23557936,0.17818935,chain_1
-0.22283778,0.16007665,chain_1
-0.19997865,0.15724064,chain_1
-0.22024387,0.18517974,chain_1
-0.24263456,0.2298612,chain_1
-0.20508817,0.18159123,chain_1
-0.24498603,0.21679053,chain_1
-0.2354002,0.21983768,chain_1
-0.25960633,0.20048063,chain_1
-0.24534827,0.16983235,chain_1
-0.2014493,0.1777882,chain_1
-0.18753801,0.15197565,chain_1
-0.21786371,0.14950801,chain_1
-0.20014587,0.160981,chain_1
-0.22079368,0.17441931,chain_1
-0.17973301,0.19010307,chain_1
-0.20419466,0.1653474,chain_1
-0.21493138,0.20558336,chain_1
-0.18693691,0.16709602,chain_1
-0.21695879,0.17916049,chain_1
-0.21194561,0.15832748,chain_1
-0.24050039,0.2090604,chain_1
-0.2056227,0.16866802,chain_1
-0.20389387,0.16212986,chain_1
-0.22971585,0.18358697,chain_1
-0.213051,0.19148882,chain_1
-0.24449432,0.16148868,chain_1
-0.21053196,0.14531446,chain_1
-0.21348354,0.1858025,chain_1
-0.21323784,0.21251902,chain_1
-0.20895028,0.17284544,chain_1
-0.20032491,0.18648425,chain_1
-0.1996865,0.17787272,chain_1
-0.21292236,0.17432894,chain_1
-0.20919529,0.15030906,chain_1
-0.22064748,0.19922125,chain_1
-0.20937091,0.15661976,chain_1
-0.2050992,0.19438957,chain_1
-0.21962887,0.15342602,chain_1
-0.19871473,0.14208211,chain_1
-0.24700253,0.2168229,chain_1
-0.21139613,0.16262572,chain_1
-0.22020215,0.15883447,chain_1
-0.2191803,0.17864816,chain_1
-0.22702129,0.1666798,chain_1
-0.2395747,0.17050573,chain_1
-0.23750795,0.16640685,chain_1
-0.20042443,0.20264643,chain_1
-0.21126637,0.1799264,chain_1
-0.19588698,0.16782577,chain_1
-0.22852653,0.20367132,chain_1
-0.19676009,0.18658987,chain_1
-0.19455023,0.17298503,chain_1
-0.26455447,0.20381482,chain_1
-0.2094753,0.15924814,chain_1
-0.19475877,0.1857374,chain_1
-0.22446121,0.18541877,chain_1
-0.24260527,0.21969442,chain_1
-0.18579109,0.14268053,chain_1
-0.21551216,0.19355889,chain_1
-0.20872298,0.19344334,chain_1
-0.24356304,0.23076148,chain_1
-0.24760213,0.18307054,chain_1
-0.19192319,0.14565776,chain_1
-0.20559838,0.16966656,chain_1
-0.21149595,0.15526798,chain_1
-0.20391206,0.15078345,chain_1
-0.23354203,0.18426557,chain_1
-0.20348035,0.17972893,chain_1
-0.20865245,0.19728939,chain_1
-0.20675159,0.15854825,chain_1
-0.2193926,0.19105473,chain_1
-0.18750356,0.16564631,chain_1
-0.20367226,0.18838668,chain_1
-0.22814023,0.17478646,chain_1
-0.23146741,0.20521042,chain_1
-0.21663617,0.1833435,chain_1
-0.21847698,0.19579038,chain_1
-0.20704511,0.223003,chain_1
-0.19633263,0.1644879,chain_1
-0.22396356,0.19632487,chain_1
-0.22849533,0.16909528,chain_1
-0.19399194,0.14623778,chain_1
-0.2040989,0.15383242,chain_1
-0.21763435,0.18154493,chain_1
-0.23364426,0.18681304,chain_1
-0.17072546,0.15555157,chain_1
-0.21431625,0.19488189,chain_1
-0.23459615,0.22310548,chain_1
-0.21668072,0.18487869,chain_1
-0.23669198,0.19450852,chain_1
-0.23163205,0.15470374,chain_1
-0.2217273,0.12804675,chain_1
-0.22031397,0.18589912,chain_1
-0.20773739,0.14613307,chain_1
-0.19695881,0.17118765,chain_1
-0.23027702,0.21663092,chain_1
-0.18780008,0.17591788,chain_1
-0.19817191,0.17843586,chain_1
-0.22321066,0.18558224,chain_1
-0.22989105,0.20891127,chain_1
-0.22255471,0.19929874,chain_1
-0.2282368,0.18285844,chain_1
-0.2018022,0.1714724,chain_1
-0.21546248,0.15493542,chain_1
-0.21128103,0.17179959,chain_1
-0.21157949,0.18689442,chain_1
-0.2009805,0.17654121,chain_1
-0.19218014,0.13553339,chain_1
-0.21147738,0.19756842,chain_1
-0.1906909,0.16321103,chain_1
-0.21280272,0.18237606,chain_1
-0.24815747,0.16386852,chain_1
-0.22681423,0.1699194,chain_1
-0.23089646,0.17963886,chain_1
-0.24693908,0.15923801,chain_1
-0.22717465,0.2272149,chain_1
-0.22994643,0.18239057,chain_1
-0.21704388,0.17316888,chain_1
-0.20949134,0.1925138,chain_1
-0.24031056,0.1937862,chain_1
-0.23052606,0.18615045,chain_1
-0.22177559,0.19788384,chain_1
-0.23028333,0.15834388,chain_1
-0.21852638,0.19621491,chain_1
-0.22408283,0.22010332,chain_1
-0.20741479,0.21297476,chain_1
-0.21790594,0.20401591,chain_1
-0.17835249,0.15725194,chain_1
-0.22944517,0.23029475,chain_1
-0.243046,0.18556193,chain_1
-0.22708723,0.1879881,chain_1
-0.16455863,0.17425574,chain_1
-0.23170394,0.23064473,chain_1
-0.23595484,0.18336949,chain_1
-0.22500859,0.19271438,chain_1
-0.22157131,0.19239648,chain_1
-0.20098577,0.14900413,chain_1
-0.23376895,0.20627731,chain_1
-0.22078612,0.15930048,chain_1
-0.22868639,0.19111875,chain_1
-0.22858705,0.15337227,chain_1
-0.2412098,0.19895695,chain_1
-0.22207843,0.17305247,chain_1
-0.27576545,0.19629976,chain_1
-0.24775723,0.19160245,chain_1
-0.19870159,0.17392465,chain_1
-0.25652334,0.19731334,chain_1
-0.22466396,0.22886401,chain_1
-0.22367284,0.20388849,chain_1
-0.21998814,0.18677078,chain_1
-0.23033929,0.21507756,chain_1
-0.22733341,0.16012399,chain_1
-0.1897643,0.16205889,chain_1
-0.21775009,0.18049179,chain_1
-0.190076,0.1523086,chain_1
-0.22342731,0.16663717,chain_1
-0.23190118,0.18142925,chain_1
-0.26224002,0.18230805,chain_1
-0.21184155,0.17254044,chain_1
-0.2339123,0.1824269,chain_1
-0.21363273,0.19321969,chain_1
-0.23687732,0.20619626,chain_1
-0.22100215,0.17996566,chain_1
-0.19541451,0.16587985,chain_1
-0.22486392,0.17860821,chain_1
-0.24642022,0.21581607,chain_1
-0.18755215,0.16059157,chain_1
-0.20353533,0.16271758,chain_1
-0.2191488,0.20192048,chain_1
-0.20641503,0.16376483,chain_1
-0.22481492,0.2007761,chain_1
-0.19065416,0.15425806,chain_1
-0.2016574,0.15964226,chain_1
-0.21085028,0.16213138,chain_1
-0.2217686,0.17575014,chain_1
-0.24907391,0.22242676,chain_1
-0.22878328,0.1733705,chain_1
-0.2384813,0.20750406,chain_1
-0.27044636,0.2141496,chain_1
-0.23621549,0.15477103,chain_1
-0.22675812,0.15141793,chain_1
-0.22150822,0.20069596,chain_1
-0.22495638,0.20314178,chain_1
-0.2465562,0.20849396,chain_1
-0.22526412,0.17867431,chain_1
-0.21061316,0.17972013,chain_1
-0.24385054,0.1967129,chain_1
-0.22420615,0.1954208,chain_1
-0.20794469,0.1666292,chain_1
-0.19858307,0.17482612,chain_1
-0.20273004,0.17612606,chain_1
-0.22433499,0.16766731,chain_1
-0.24904321,0.21037452,chain_1
-0.21145907,0.2097435,chain_1
-0.20147502,0.14616762,chain_1
-0.2112961,0.18384817,chain_1
-0.20437866,0.20125891,chain_1
-0.20699115,0.1806397,chain_1
-0.20442761,0.14904116,chain_1
-0.21287744,0.18426736,chain_1
-0.21663058,0.18846591,chain_1
-0.21648021,0.19059266,chain_1
-0.22535436,0.18146698,chain_1
-0.21210898,0.18948376,chain_1
-0.23025088,0.21091531,chain_1
-0.20110631,0.18889318,chain_1
-0.1981522,0.17578165,chain_1
-0.20454215,0.1588521,chain_1
-0.19260181,0.17454384,chain_1
-0.22469802,0.18828978,chain_1
-0.24420108,0.19194676,chain_1
-0.21077918,0.19185582,chain_1
-0.2160964,0.15408723,chain_1
-0.23004031,0.2251553,chain_1
-0.23004644,0.19648732,chain_1
-0.2019165,0.16306546,chain_1
-0.23848277,0.21052194,chain_1
-0.21484266,0.1943873,chain_1
-0.22788115,0.163386,chain_1
-0.24381487,0.20019403,chain_1
-0.23150672,0.21934181,chain_1
-0.22121407,0.18371913,chain_1
-0.21916345,0.17556077,chain_1
-0.24833457,0.18770911,chain_1
-0.2336707,0.20316318,chain_1
-0.23995572,0.19488114,chain_1
-0.23612694,0.19566178,chain_1
-0.2430492,0.20999166,chain_1
-0.22305077,0.17519015,chain_1
-0.23390245,0.20041782,chain_1
-0.21095327,0.18657407,chain_1
-0.22873086,0.17663857,chain_1
-0.210726,0.17352882,chain_1
-0.250518,0.18548979,chain_1
-0.2394908,0.17861106,chain_1
-0.22423506,0.17721255,chain_1
-0.21343817,0.16912371,chain_1
-0.18920553,0.18080857,chain_1
-0.23461445,0.19957891,chain_1
-0.20414005,0.16346276,chain_1
-0.21482122,0.18854113,chain_1
-0.21005535,0.18234439,chain_1
-0.20629632,0.16836818,chain_1
-0.2137697,0.15080051,chain_1
-0.22987463,0.19250605,chain_1
-0.21221112,0.16408338,chain_1
-0.17346866,0.1278648,chain_1
-0.20603508,0.18480484,chain_1
-0.20950851,0.15104017,chain_1
-0.2004773,0.16144241,chain_1
-0.22782521,0.15597712,chain_1
-0.19780901,0.18220696,chain_1
-0.21207349,0.19246484,chain_1
-0.1924317,0.14757454,chain_1
-0.21831033,0.1832932,chain_1
-0.19912814,0.19270149,chain_1
-0.20025319,0.15692312,chain_1
-0.21357657,0.17575353,chain_1
-0.18696447,0.17493914,chain_1
-0.22523272,0.17515826,chain_1
-0.20112227,0.17491077,chain_1
-0.22923626,0.17941895,chain_1
-0.22064365,0.16179937,chain_1
-0.22223192,0.20658776,chain_1
-0.22671674,0.20229338,chain_1
-0.21737453,0.15773948,chain_1
-0.20504753,0.18689269,chain_1
-0.23877788,0.16579224,chain_1
-0.19898611,0.12748818,chain_1
-0.22055621,0.16319685,chain_1
-0.2232884,0.18862092,chain_1
-0.23177136,0.19630566,chain_1
-0.2238908,0.15843135,chain_1
-0.21391404,0.17109013,chain_1
-0.23605941,0.20602204,chain_1
-0.20627849,0.1632173,chain_1
-0.2304664,0.1922111,chain_1
-0.20919026,0.13759133,chain_1
-0.2297275,0.19912615,chain_1
-0.23190644,0.19053516,chain_1
-0.20128153,0.15036431,chain_1
-0.22701375,0.18438931,chain_1
-0.23427264,0.19107454,chain_1
-0.2507403,0.2224585,chain_1
-0.1948499,0.15875806,chain_1
-0.21657442,0.17182407,chain_1
-0.19927554,0.19782169,chain_1
-0.24555679,0.17204155,chain_1
-0.21152313,0.17829673,chain_1
-0.2585734,0.20474651,chain_1
-0.21340258,0.1552954,chain_1
-0.23206064,0.21426648,chain_1
-0.20081611,0.16118558,chain_1
-0.22896749,0.20289123,chain_1
-0.23903522,0.17574324,chain_1
-0.20085661,0.16273914,chain_1
-0.22748865,0.18637273,chain_1
-0.20916986,0.16134574,chain_1
-0.2030268,0.17165492,chain_1
-0.21698673,0.16502917,chain_1
-0.22825655,0.17705588,chain_1
-0.21936238,0.20287138,chain_1
-0.21772054,0.15188129,chain_1
-0.22050384,0.20913592,chain_1
-0.23649852,0.17547351,chain_1
-0.21861675,0.19401197,chain_1
-0.22581658,0.18889654,chain_1
-0.2162684,0.17007887,chain_1
-0.21058114,0.19588114,chain_1
-0.20055881,0.1700592,chain_1
-0.20999435,0.17103836,chain_1
-0.21259625,0.1813973,chain_1
-0.21978685,0.12849689,chain_1
-0.23943804,0.20473428,chain_1
-0.22784358,0.22177012,chain_1
-0.2041722,0.18814646,chain_1
-0.2262449,0.16069508,chain_1
-0.23407839,0.18739317,chain_1
-0.23608783,0.2261923,chain_1
-0.22170137,0.17787835,chain_1
-0.25149676,0.19781058,chain_1
-0.2089939,0.17187226,chain_1
-0.1926748,0.16068327,chain_1
-0.20918547,0.14861771,chain_1
-0.20453855,0.1756398,chain_1
-0.21884303,0.18009146,chain_1
-0.21410729,0.19062804,chain_1
-0.22796597,0.1671995,chain_1
-0.19389099,0.16482198,chain_1
-0.16924754,0.16473596,chain_1
-0.21548925,0.20255527,chain_1
-0.19715151,0.15514062,chain_1
-0.21756443,0.19103667,chain_1
-0.19085771,0.17610656,chain_1
-0.20619087,0.17361829,chain_1
-0.20481424,0.15783358,chain_1
-0.21891329,0.17742558,chain_1
-0.22993363,0.16677845,chain_1
-0.21138851,0.19423324,chain_1
-0.23999298,0.18631342,chain_1
-0.17935938,0.1738107,chain_1
-0.22820123,0.20232967,chain_1
-0.21300949,0.17040358,chain_1
-0.2374554,0.22899373,chain_1
-0.2088196,0.1654585,chain_1
