beta0,beta1,beta2,beta3,sigma,chain
18.308739,-14.594474,13.101975,2.8104446,8.721095,chain_0
18.060793,-27.500633,26.192307,1.4224572,11.918371,chain_0
15.135903,11.042205,14.854668,-22.088202,16.118221,chain_0
17.00664,11.7421875,-0.6292498,-13.299221,9.224483,chain_0
18.539528,6.9434285,-27.312399,19.490265,13.820892,chain_0
15.090344,-13.59563,18.81525,-4.94972,10.295655,chain_0
14.854819,17.239086,6.8710313,-21.146498,11.252163,chain_0
21.8838,10.220539,-23.04004,17.303581,12.051773,chain_0
19.436056,-1.1950023,-1.9639437,1.5199938,13.278527,chain_0
16.434137,-1.3975167,18.715958,-18.17642,7.4372807,chain_0
17.416391,9.684069,-0.3711785,-6.9057155,10.173037,chain_0
16.379889,-12.83759,17.036306,0.9582319,9.667974,chain_0
16.268848,9.751172,3.5267324,-13.516733,10.47175,chain_0
16.855055,-4.291873,-3.4754739,8.421592,9.619791,chain_0
16.004509,15.136403,25.620005,-43.00644,13.112237,chain_0
17.635317,23.913227,-16.360039,-5.529961,9.7718,chain_0
16.180445,2.4874852,22.446432,-28.270351,15.970223,chain_0
19.699194,-14.547325,22.801378,-6.964729,11.17945,chain_0
13.511983,30.72021,-15.196859,-15.408782,11.864206,chain_0
18.81747,27.025805,-13.896013,-11.637526,13.81651,chain_0
20.129978,26.021524,-19.68622,-6.967478,11.788585,chain_0
18.1877,30.731585,-20.207283,-13.488107,12.705965,chain_0
17.842741,0.696517,1.1088963,-1.5312957,9.101255,chain_0
17.11216,14.666478,-5.7665653,-10.837149,9.589601,chain_0
18.837774,12.979662,-3.4789004,-7.584221,12.514102,chain_0
17.913124,20.913061,-11.373421,-12.449996,9.530776,chain_0
20.030674,25.012953,2.2343376,-21.895622,10.735504,chain_0
17.374619,14.882722,-7.1607347,-10.676426,12.330327,chain_0
23.826822,9.334717,20.59479,-25.092104,14.234746,chain_0
22.231125,8.927572,-8.001359,-1.2050571,13.320112,chain_0
16.211569,40.82685,-15.218542,-26.361914,12.684772,chain_0
16.18235,41.626934,-35.1594,0.0046268106,13.518824,chain_0
23.2602,16.56952,-26.302238,10.413835,10.492329,chain_0
11.263316,40.096344,-47.879353,10.937377,15.907438,chain_0
20.313484,7.9071293,-12.364726,1.1697583,10.866345,chain_0
15.65995,8.634564,-0.031254843,-11.77619,10.841516,chain_0
14.489562,10.1103325,-4.7458973,-13.754348,11.819283,chain_0
19.11681,9.605794,10.697609,-22.231245,11.801166,chain_0
15.678335,8.902518,6.60569,-17.209795,11.499092,chain_0
19.452108,-6.5298767,-2.3665009,7.2863016,9.801062,chain_0
18.98958,-5.327608,0.70518565,2.7601743,10.174771,chain_0
17.843884,13.093126,-17.810854,3.3803053,9.644865,chain_0
13.802173,15.742183,-4.958363,-11.403889,12.583705,chain_0
20.028572,1.3601651,-3.9133582,6.3960223,13.025902,chain_0
13.759864,5.5891666,16.170467,-20.223022,12.724931,chain_0
23.05416,16.044693,-0.6388525,-12.427458,10.9510145,chain_0
15.621321,18.932026,-7.3699465,-14.847003,11.5914755,chain_0
21.15836,1.4153252,-3.962724,5.052701,12.39863,chain_0
16.20571,-1.3544292,26.150156,-23.820028,9.683811,chain_0
16.934587,-0.41774225,29.403004,-27.395437,11.175767,chain_0
14.104759,12.27803,-5.522571,-10.117215,7.9736705,chain_0
18.643528,-0.638167,40.06612,-40.8042,11.626344,chain_0
15.649887,0.8204968,13.644201,-14.057041,11.242453,chain_0
16.710165,16.82836,-10.416215,-7.2493205,8.599833,chain_0
20.124708,1.4240898,-13.592491,12.259117,11.099708,chain_0
19.738884,28.783749,7.6511097,-35.043777,9.206029,chain_0
19.93327,21.788002,-3.1147864,-15.893158,11.01611,chain_0
19.321342,8.814127,-4.353105,-6.87528,15.432545,chain_0
19.58199,6.53487,-8.176232,-0.5904813,16.282557,chain_0
19.443348,8.882147,9.335879,-16.154995,14.762512,chain_0
19.581038,4.1011543,4.330878,-11.835784,13.79673,chain_0
24.83946,42.748146,-33.843445,-13.204005,13.77042,chain_0
10.455755,4.5869412,15.159128,-16.579557,12.6498165,chain_0
14.584481,19.47316,-4.476794,-15.47863,11.520865,chain_0
19.572746,21.067852,-7.5586543,-13.252798,9.732983,chain_0
20.852238,-6.6226773,15.350146,-9.585588,12.917589,chain_0
18.2852,-4.4664,-3.8891957,13.302254,10.359582,chain_0
17.792194,14.843275,32.56697,-51.062286,19.053837,chain_0
17.44553,9.424435,-12.667405,4.060855,8.62214,chain_0
17.742037,9.816369,11.7120905,-20.71986,11.981015,chain_0
15.979356,2.5524795,4.083778,-8.82199,10.692123,chain_0
16.208096,8.782155,-22.02139,12.109282,10.378778,chain_0
16.939096,9.41912,-12.70734,4.669822,10.050368,chain_0
21.866293,-2.3366358,-4.643572,7.635951,12.221081,chain_0
14.065103,35.81975,-16.41927,-19.853859,11.52023,chain_0
19.225412,15.079565,-6.7757144,-11.842737,14.907465,chain_0
22.490503,18.149141,-35.22252,14.192799,9.194998,chain_0
19.791908,4.858659,2.144585,-4.2596006,10.27247,chain_0
12.851011,11.382454,2.8195283,-12.467527,10.696091,chain_0
18.135729,6.9030023,-0.31082392,-6.819435,13.531084,chain_0
17.272554,38.236744,-2.8951707,-35.82175,11.8762455,chain_0
18.798906,21.504984,4.4511967,-22.220161,8.787781,chain_0
15.429576,-5.4871464,2.546605,6.7690325,11.8185215,chain_0
18.53545,-2.134617,21.544523,-24.002691,11.387354,chain_0
19.971533,16.204103,21.697735,-37.11118,14.604549,chain_0
20.498549,11.556378,-19.254967,9.113054,8.334616,chain_0
15.632709,23.835077,-15.736718,-9.695866,14.437498,chain_0
19.48442,-9.611328,3.476671,1.0184515,13.068677,chain_0
18.709707,2.944474,18.404406,-25.013504,9.925611,chain_0
17.09311,14.083098,-22.956125,5.442372,11.284829,chain_0
14.962885,18.351847,2.1607673,-18.076984,10.983931,chain_0
18.283026,-14.984039,39.746864,-23.617346,12.416483,chain_0
17.92129,-3.5908902,30.852781,-26.632877,14.517735,chain_0
19.285086,-36.279972,33.87277,3.5483813,11.794246,chain_0
15.379375,26.3579,-6.4871316,-21.373024,9.679027,chain_0
19.109594,22.8415,-1.2663147,-20.535912,9.21526,chain_0
16.92083,32.4236,-19.835173,-8.86612,14.469529,chain_0
18.30789,5.242575,8.563938,-13.735749,11.585755,chain_0
10.81111,-11.50851,24.218214,-14.837206,12.329348,chain_0
13.286272,-3.9416919,5.3772264,-1.881944,13.540704,chain_0
18.105843,5.0207267,13.474655,-15.831363,9.162548,chain_0
17.19207,7.1443872,-13.505096,5.3485804,10.78332,chain_0
17.374727,11.631953,-15.636632,3.4969482,7.9542575,chain_0
17.944145,14.039665,-27.347658,12.482307,11.051572,chain_0
17.972256,-9.265923,-11.995365,21.033926,12.466827,chain_0
18.939726,7.389923,-9.811533,0.8695396,17.760075,chain_0
17.803364,1.9626343,-1.8413199,-5.9406104,12.244512,chain_0
18.134762,26.585262,-13.100629,-11.2999525,10.421775,chain_0
16.929195,9.900406,8.277175,-19.835865,9.766732,chain_0
9.482821,21.553555,7.9752755,-28.506985,13.148244,chain_0
18.510036,19.622581,-55.896988,41.48339,12.997401,chain_0
16.065111,10.260013,12.104693,-17.330336,10.822965,chain_0
16.112598,15.241322,-1.1459763,-15.396843,9.634433,chain_0
15.066583,18.861214,4.213458,-21.976574,9.560385,chain_0
20.625845,9.692762,-24.474428,17.88084,12.993854,chain_0
20.324066,19.558952,-8.090226,-7.2932377,10.772684,chain_0
16.977264,-2.712296,17.410515,-14.402659,8.592995,chain_0
24.12091,18.295338,-28.189972,9.459044,15.228263,chain_0
19.579147,11.817668,1.2067089,-10.276939,14.566259,chain_0
14.916615,14.267746,-17.70736,1.7449007,10.60214,chain_0
20.827143,11.866711,4.359272,-17.030554,7.8676686,chain_0
19.526667,-9.324982,0.34491783,7.84321,14.793282,chain_0
15.769294,12.455211,-19.411638,12.870813,10.614065,chain_0
12.495269,1.5832002,-7.4128265,8.018969,10.402903,chain_0
18.67565,-13.302122,20.832054,-8.088863,11.146567,chain_0
17.677818,17.361725,0.4670627,-15.445061,9.604569,chain_0
15.926214,-3.0628324,7.2333965,-2.9017358,9.37474,chain_0
16.70589,26.317928,-22.046158,-11.774393,11.487554,chain_0
15.92762,-24.358706,17.024477,8.74572,13.321764,chain_0
19.656664,19.866236,-2.9906535,-14.984752,12.129353,chain_0
24.642504,-13.753938,20.477854,-7.4172792,15.98338,chain_0
20.060257,5.9645805,6.5503316,-11.94726,10.883662,chain_0
21.427765,-7.1985316,27.918997,-19.287298,11.469929,chain_0
19.203583,9.501292,-14.022467,-0.03739631,11.2443905,chain_0
16.326773,10.107208,-9.565671,1.7207028,9.663979,chain_0
19.177584,-1.3313246,22.569828,-22.00058,9.801413,chain_0
20.220774,8.829208,-7.6771445,-1.1380572,11.773644,chain_0
11.625616,34.46161,5.630243,-39.07015,11.342258,chain_0
16.627638,23.921883,-46.404697,18.975613,11.555862,chain_0
17.744263,8.627494,-10.537575,-1.9604872,12.477454,chain_0
15.916066,6.504467,33.05529,-40.182125,12.908384,chain_0
19.95137,-12.724636,49.718132,-35.836315,16.956375,chain_0
16.018063,-0.06041348,1.6633003,-3.270453,10.791239,chain_0
16.250113,-28.830576,28.031559,2.2686243,13.963173,chain_0
14.91694,14.962168,1.5233865,-14.216389,12.470386,chain_0
19.541336,-18.734575,38.195217,-23.526329,10.942003,chain_0
21.654316,6.608276,13.936431,-15.730958,13.830082,chain_0
18.362877,20.901924,10.786657,-30.87315,10.714907,chain_0
14.077518,6.8924174,26.133684,-28.34158,12.286455,chain_0
19.540565,-11.815627,30.53524,-14.266079,10.994605,chain_0
19.218988,-5.5095606,-0.88926136,5.1661215,12.970742,chain_0
16.879263,26.773155,-14.639262,-10.861742,9.709976,chain_0
18.71679,8.248911,-7.46594,-1.1490492,9.846767,chain_0
19.172373,55.579548,-42.37214,-10.966912,14.232602,chain_0
11.545637,1.6239842,-3.8438363,3.1681616,12.450704,chain_0
16.369837,4.8526583,14.557014,-17.767586,9.974948,chain_0
15.39514,-5.1159887,7.7929854,-0.71019375,12.453328,chain_0
19.10605,4.723545,12.187077,-18.09114,12.031633,chain_0
17.874033,3.1634488,4.727748,-7.1783223,7.682935,chain_0
18.692556,15.054617,-3.8106136,-11.667214,7.861391,chain_0
12.719874,23.968357,-28.4283,0.27704293,12.817694,chain_0
20.65901,29.216618,-1.0620441,-26.90471,8.601674,chain_0
11.268488,-13.411771,24.706907,-12.915409,10.534225,chain_0
20.125467,6.193784,9.187527,-16.015553,10.037311,chain_0
16.594652,9.825546,3.178149,-12.811602,10.898666,chain_0
19.95569,16.47598,-0.17328197,-13.646988,11.61951,chain_0
17.11384,15.673621,-2.7484965,-11.472513,8.6368,chain_0
15.232288,17.873745,-11.2192955,-3.604027,12.208238,chain_0
15.992652,-3.3069406,0.0024864674,4.3962812,10.435084,chain_0
17.819862,-0.79846925,-8.549232,8.674026,9.507976,chain_0
21.913414,-8.872341,1.46866,10.265001,12.056722,chain_0
17.09228,11.71621,4.229229,-16.618814,10.417921,chain_0
15.016011,19.998291,15.251307,-35.727386,9.660551,chain_0
17.934809,2.513567,52.76432,-54.814983,10.504856,chain_0
16.754986,34.944466,-15.957984,-19.112288,9.73696,chain_0
18.966036,2.9678087,1.4735581,-8.033575,10.549595,chain_0
19.483301,7.594796,-9.82245,4.8573084,13.071509,chain_0
14.652555,11.6353,12.455316,-25.525812,10.861934,chain_0
14.280842,-3.933161,-6.5674915,11.499149,11.916578,chain_0
16.891245,11.27333,-5.124815,-6.877923,10.437577,chain_0
15.412332,-15.070175,7.953661,4.4877205,13.3288555,chain_0
16.71654,-18.778938,45.538635,-27.8747,11.973942,chain_0
14.336636,19.352304,-4.937397,-14.430891,9.391312,chain_0
17.958809,12.539064,-0.8953891,-11.924117,16.443928,chain_0
16.422985,-9.076871,48.98607,-41.32148,14.272849,chain_0
19.561323,17.124657,12.238885,-28.39918,10.681407,chain_0
19.277542,-5.617344,11.03042,-5.6154747,9.577632,chain_0
18.527271,-6.70416,9.602943,-2.6803734,12.039507,chain_0
18.646812,-6.8746214,32.095917,-24.687092,11.929308,chain_0
14.765077,19.948666,-25.127466,6.957899,11.619901,chain_0
15.437827,-3.2018118,21.394941,-18.77909,11.430362,chain_0
18.703949,14.941863,-9.492572,-7.897269,13.399792,chain_0
17.46678,28.067753,2.6141396,-32.884357,12.273749,chain_0
18.423292,8.601965,7.305649,-19.074104,9.786827,chain_0
20.553465,20.643215,-5.91495,-16.207966,9.844439,chain_0
17.901806,-4.0916176,1.4638845,2.437021,10.692223,chain_0
18.231869,6.2237473,13.50298,-20.291391,12.00877,chain_0
15.324249,6.5729766,-16.575182,12.387678,13.797089,chain_0
17.933765,10.590174,7.3643537,-17.584446,11.912567,chain_0
13.150648,0.091794014,-1.9065363,3.9936924,13.19794,chain_0
15.763842,22.968174,-5.713689,-17.073776,11.404696,chain_0
19.069729,6.797858,2.5448143,-7.3673024,12.484725,chain_0
18.385998,4.096692,11.385035,-14.813486,10.913385,chain_0
16.559292,0.5877745,-25.408499,23.973585,11.740547,chain_0
19.468044,-7.637204,-28.066946,34.744255,12.235285,chain_0
20.391449,44.228226,-36.297325,-8.006396,12.288934,chain_0
17.849327,16.065773,-17.167488,2.0520282,9.952988,chain_0
17.85922,8.260109,-2.3509698,-7.4133368,10.714894,chain_0
20.525942,16.418625,-14.966231,-4.740035,11.834817,chain_0
19.959843,10.454322,-4.9057493,-2.3464298,10.441345,chain_0
14.38415,43.197296,-48.51313,8.47214,12.82885,chain_0
17.163952,37.098278,-29.729729,-8.2396145,11.175042,chain_0
17.407043,15.7729435,-5.7006836,-7.288385,8.486222,chain_0
17.848246,8.608316,-6.465791,-1.0990608,11.113849,chain_0
16.488811,10.634691,-12.142272,1.5514575,11.049442,chain_0
18.635181,14.815588,-35.973663,19.962755,15.301579,chain_0
17.973022,27.049013,-37.462055,11.089729,12.210534,chain_0
15.275712,17.445253,1.9669123,-20.248484,9.785306,chain_0
18.64504,27.633131,6.9340615,-31.447636,11.772007,chain_0
18.477089,44.42026,-15.02626,-31.478012,11.058043,chain_0
15.213408,51.91077,-41.57188,-8.94129,12.906298,chain_0
15.72369,22.250519,-19.917637,-5.3000965,12.602723,chain_0
15.802001,30.932335,-10.456065,-23.86257,10.955945,chain_0
16.612896,15.071966,-16.842491,6.308084,13.842601,chain_0
19.196825,-3.9087734,12.474093,-9.196625,12.52239,chain_0
18.171896,-23.893766,24.83589,1.5018293,11.931637,chain_0
16.08644,-8.206577,14.125252,-5.079685,11.220798,chain_0
15.833331,12.632194,-23.66727,13.461643,13.704126,chain_0
20.239695,12.25559,-2.2688768,-8.8388195,10.32035,chain_0
19.450188,15.086783,-19.714506,2.4984019,12.99575,chain_0
17.263147,9.25741,10.192772,-21.605453,9.905523,chain_0
18.456589,2.409048,8.884744,-11.7888975,9.254433,chain_0
18.504826,13.882237,2.616342,-16.171074,11.220958,chain_0
19.423409,-2.2724912,-1.1013408,5.4952374,10.755515,chain_0
20.313572,-11.579243,27.35037,-16.6021,12.158157,chain_0
18.507074,31.293018,-32.75982,-6.0821404,14.48503,chain_0
16.982435,-1.7811081,6.9844985,-4.5587583,10.3564625,chain_0
17.590296,12.320028,-5.1734405,-5.655717,8.8621,chain_0
19.460228,-25.033976,2.5272222,24.130835,14.305613,chain_0
18.02345,32.08433,2.7846274,-32.826973,8.570989,chain_0
17.021729,18.524813,-0.92497885,-17.931469,12.245391,chain_0
17.206003,21.684431,-14.207327,-4.8628225,12.66789,chain_0
16.6426,17.97812,-2.733912,-11.567972,11.804674,chain_0
16.975859,10.277481,-0.282871,-5.973615,11.033435,chain_0
16.300465,19.829067,-11.868117,-4.8692136,8.297804,chain_0
19.00925,21.317406,-29.284222,7.7924957,15.807213,chain_0
16.106361,25.816368,-42.85625,17.426054,12.8958645,chain_0
20.545635,16.400625,4.243807,-20.917059,12.547428,chain_0
16.115793,16.264986,-12.406822,1.8494267,11.197072,chain_0
15.48983,-7.010619,7.6929107,-4.114555,13.972681,chain_0
13.901205,4.370794,0.7683882,-0.30046815,10.837761,chain_0
19.677643,9.127324,-0.60241747,-10.119273,12.027064,chain_0
17.442171,24.82586,-5.3064227,-19.913012,11.750585,chain_0
20.194328,16.831638,-17.809153,-1.4758867,10.047,chain_0
17.15022,10.359542,-1.1118551,-9.703545,11.224741,chain_0
18.691866,5.443941,1.0874435,-10.579633,10.515466,chain_0
16.803947,-13.224588,22.409428,-8.994284,11.132136,chain_0
16.03159,-19.715532,4.9859304,11.959815,10.498924,chain_0
19.187084,9.244262,-4.548908,-2.4074345,10.294917,chain_0
15.509369,5.287803,6.8648667,-12.207782,10.915012,chain_0
18.806797,7.2095256,7.614479,-14.459618,10.654302,chain_0
15.989497,-10.615889,4.5066175,5.239821,9.921477,chain_0
18.055714,31.625956,-7.9031177,-21.959995,10.179689,chain_0
17.609543,6.906774,10.177032,-17.206919,10.166367,chain_0
18.167982,6.8446736,14.745027,-19.48689,9.8523655,chain_0
16.098671,10.488755,-8.165154,-2.6215801,9.584707,chain_0
19.499207,21.138668,2.9585202,-25.035244,11.620084,chain_0
18.105885,30.895063,-25.604795,-2.7546225,9.754659,chain_0
16.789274,-12.039047,10.029598,-0.89479935,16.27682,chain_0
20.10516,-1.4864043,9.990599,-7.9885864,8.642309,chain_0
17.530626,-1.0923035,28.649471,-26.520079,13.800928,chain_0
19.171888,-10.465234,27.780317,-15.960698,11.321766,chain_0
17.612322,15.528582,6.698871,-28.478497,12.452161,chain_0
14.717547,11.005,-14.591338,-0.09275353,11.964376,chain_0
17.799097,6.0851355,-2.080504,-0.17636934,11.5507145,chain_0
17.947206,4.197114,-6.273181,-0.7057402,10.65549,chain_0
16.524427,26.596525,-45.59302,22.82524,17.887806,chain_0
16.206768,25.095398,-21.595078,-1.6434733,12.795624,chain_0
13.604742,15.018394,-9.327754,-3.067317,11.311125,chain_0
16.921473,18.370981,-0.8302547,-18.211086,9.853381,chain_0
18.309036,15.46065,-12.788856,-2.0910256,6.4546247,chain_0
19.518097,14.879494,30.949383,-44.514835,13.300606,chain_0
16.993654,17.514372,-22.597399,5.019667,8.264047,chain_0
20.287724,11.961742,11.978449,-24.65642,10.19018,chain_0
18.418253,-8.733526,34.548893,-27.589817,10.056469,chain_0
17.599218,14.70795,-4.9391913,-6.8103204,8.336593,chain_0
17.092335,27.931818,-39.285515,10.92009,7.882924,chain_0
19.82453,47.46828,-55.710083,6.8880453,13.006788,chain_0
17.215553,28.38262,-17.216827,-11.743359,10.051483,chain_0
17.614069,23.695696,13.290728,-36.912205,9.556725,chain_0
20.087063,9.029165,24.743015,-34.091103,11.516971,chain_0
17.817734,-11.144546,20.072828,-6.026559,12.029433,chain_0
18.343542,5.6864476,19.902905,-22.961052,12.048654,chain_0
16.573711,-3.717538,-6.419364,7.175524,10.050549,chain_0
14.960383,8.0564995,-12.248236,3.2865095,7.6261425,chain_0
24.945625,22.5973,0.13938719,-26.624958,11.30907,chain_0
18.813839,13.080033,23.649157,-35.85829,11.942227,chain_0
19.215296,-2.9187384,12.510877,-19.420551,13.245006,chain_0
13.663795,-18.111532,17.102514,-0.109148264,8.434812,chain_0
18.176685,-6.585053,14.417145,-5.416113,9.57795,chain_0
17.589203,11.795997,24.346354,-35.21399,10.425851,chain_0
17.835474,27.905869,5.4190073,-32.981567,13.737742,chain_0
19.017862,36.40258,-45.75731,10.513896,14.735657,chain_0
14.433651,27.282202,-16.196163,-6.8943753,13.398568,chain_0
15.115958,11.368448,21.080494,-32.480614,12.644606,chain_0
16.158262,20.913681,-12.0739,-9.831697,11.274772,chain_0
18.063326,15.649663,-20.40196,0.020972371,13.177471,chain_0
16.5382,26.867172,-19.605305,-3.257389,9.221916,chain_0
19.57899,9.415427,-4.0398507,-5.152915,11.945191,chain_0
19.016008,1.0384887,-4.0873675,5.2601776,10.38011,chain_0
21.168846,8.638355,-8.978595,1.1385293,11.025298,chain_0
15.41302,5.445864,-5.658678,3.4208553,11.807112,chain_0
17.669027,2.8680077,18.473097,-24.7244,11.969578,chain_0
14.8913,-19.895287,47.58519,-25.730278,12.321732,chain_0
12.850671,-20.201962,22.471752,-2.7009878,12.159611,chain_0
17.466454,-8.107794,30.090136,-19.048328,10.967215,chain_0
16.687002,-1.5463167,34.445717,-34.933807,8.946815,chain_0
16.30908,20.922916,-32.016094,9.89367,9.395997,chain_0
16.557547,-3.2707176,2.3484325,2.552116,11.389728,chain_0
18.422304,19.02171,-6.841939,-11.515204,11.229824,chain_0
20.390528,3.0167367,15.567354,-21.914192,9.220303,chain_0
19.342236,33.670506,-7.4777656,-23.735828,13.132501,chain_0
17.236752,13.077395,28.652802,-39.78101,12.401418,chain_0
18.36726,1.0254256,16.171045,-16.609926,10.498689,chain_0
20.073505,-9.269179,4.871132,0.11993939,8.562888,chain_0
15.003752,9.936934,-24.219812,18.589191,13.854296,chain_0
17.98237,12.966031,-21.799553,7.6261787,13.341121,chain_0
17.361746,13.592466,-1.6377978,-16.12051,10.494109,chain_0
16.872332,27.418058,-20.943619,-3.2014344,11.414637,chain_0
18.019823,4.5846043,6.643677,-10.00149,14.06112,chain_0
18.2023,35.11776,-43.27264,7.444316,15.8857975,chain_0
16.792337,38.345913,-32.62194,-4.4729447,10.017587,chain_0
18.205915,-9.308835,13.295372,-0.31778947,10.090425,chain_0
21.198164,36.81613,-40.388973,6.327502,9.937343,chain_0
21.40304,-6.014782,38.360607,-35.266483,11.334929,chain_0
16.238892,10.011035,-4.392753,-2.3508596,11.239175,chain_0
18.393307,6.656072,-18.931818,9.353613,12.417212,chain_0
17.124605,25.523539,2.0566916,-25.9175,10.031695,chain_0
21.058601,5.6122837,-6.326159,1.7960253,9.047057,chain_0
15.464832,-8.175107,28.735685,-21.896553,14.849877,chain_0
19.754467,8.29733,12.938567,-19.296497,12.629779,chain_0
14.287833,5.9478836,-1.3957577,-4.968678,10.102202,chain_0
17.612837,-4.740559,1.9837855,0.45234895,9.164619,chain_0
12.467819,29.574387,-18.82399,-12.13841,11.430294,chain_0
12.992364,15.985985,-8.962786,-9.453866,9.517259,chain_0
15.19559,11.221701,-4.837796,-9.947042,10.223087,chain_0
15.754235,9.879202,6.453556,-14.9704075,9.842996,chain_0
20.466389,-5.5473075,-23.394993,31.74302,12.506997,chain_0
14.9565115,12.107315,32.18483,-42.752174,12.450306,chain_0
14.050988,2.2659974,20.897606,-22.683073,11.924374,chain_0
15.30312,-12.621941,13.45875,0.1812703,8.89298,chain_0
13.260837,-6.742103,13.021745,-6.097355,12.278769,chain_0
18.348673,0.6301796,-7.8349643,6.9404144,8.932694,chain_0
16.569744,-3.7790203,3.3999505,1.9519564,11.639185,chain_0
14.911496,-0.19926643,10.845823,-14.442732,10.736901,chain_0
21.59208,18.767126,-32.1716,9.673162,14.394141,chain_0
13.159873,-4.3127923,-6.582979,5.343623,12.992866,chain_0
16.553778,-3.9563885,-7.0281215,11.051817,10.221622,chain_0
20.53566,5.7590723,16.56023,-26.142208,10.51343,chain_0
21.27495,-9.214801,25.424627,-12.296529,11.8457775,chain_0
19.226126,-5.2065625,14.459879,-5.3126264,11.219783,chain_0
17.170834,9.163917,6.327244,-18.850016,10.108864,chain_0
20.039349,5.572117,-0.83872306,-4.8230343,10.167409,chain_0
16.874037,22.884514,-10.241892,-11.975258,14.679881,chain_0
17.780445,-34.2059,29.699753,3.7410698,13.147486,chain_0
20.574034,18.21373,-8.607567,-6.9119697,13.026579,chain_0
17.218689,10.658556,0.6499804,-5.918937,13.244885,chain_0
17.360855,27.213999,-19.979227,-5.4731,11.376328,chain_0
21.870066,4.8005953,4.273023,-7.0867624,16.100054,chain_0
18.250292,19.171816,-5.520814,-12.882329,10.612059,chain_0
20.383009,6.191775,-1.3957915,-2.4098508,8.996883,chain_0
13.415866,34.748207,-13.385421,-24.14809,11.411779,chain_0
17.77586,-13.769947,20.040337,-3.5955522,9.112349,chain_0
18.712158,48.13302,-33.84989,-16.151237,15.939818,chain_0
12.583909,1.2396474,7.050544,-6.185893,9.337122,chain_0
16.844309,10.635731,-23.593292,14.395231,10.142029,chain_0
16.624763,7.681539,2.3131335,-10.943352,11.236691,chain_0
16.641922,6.31594,4.76448,-9.848991,10.73253,chain_0
18.295563,8.290536,-4.1707287,-7.0923915,11.929006,chain_0
18.570456,-5.913716,23.690218,-18.514788,10.438338,chain_0
16.962173,22.976473,-17.972723,-6.198252,12.190206,chain_0
18.460209,11.341891,4.021079,-17.218554,11.283277,chain_0
12.401292,16.111822,-10.879384,-6.5060053,11.857266,chain_0
16.223125,30.584728,-4.9921155,-23.784021,10.217854,chain_0
17.684134,-1.1710182,15.003478,-12.287591,13.612181,chain_0
16.031649,2.3001723,-20.373194,17.57392,13.58039,chain_0
19.357376,23.963305,0.33918554,-26.850956,10.471798,chain_0
15.445391,18.861137,-18.707779,1.3019859,10.194486,chain_0
15.869646,6.2577357,-8.095882,-0.8867613,8.906205,chain_0
20.18797,2.404221,10.643879,-17.03183,10.7986765,chain_0
17.253899,0.0066759586,-8.947219,7.7598066,11.475991,chain_0
17.57039,8.546737,-14.951465,5.48941,9.583535,chain_0
17.711103,9.499468,3.3481073,-20.381445,12.233596,chain_0
19.196978,12.134643,-1.8135691,-11.44714,13.105227,chain_0
13.463441,-2.840415,31.201956,-25.854864,15.543926,chain_0
15.052247,-11.017901,17.894606,-8.013047,12.087121,chain_0
18.255825,13.1398,-1.7411972,-12.4524555,11.168877,chain_0
19.394514,14.228826,-6.9776025,-16.055878,12.054779,chain_0
17.641104,-5.4447784,-0.3454504,2.97706,10.592963,chain_0
17.64482,40.448444,-54.686073,14.240565,13.993861,chain_0
19.547934,33.456528,-16.389725,-13.991837,11.312433,chain_0
17.506311,-11.85385,37.83514,-21.050797,13.530119,chain_0
17.179562,23.024208,-7.528037,-18.516651,11.530131,chain_0
18.057907,2.899557,10.466444,-14.756839,10.619745,chain_0
18.773659,52.425255,-19.297026,-33.24202,12.418268,chain_0
12.874488,46.489964,-26.0534,-18.135141,14.843584,chain_0
15.068981,7.5614195,18.666906,-24.411093,13.092395,chain_0
10.361117,-21.509722,13.547669,8.511413,11.27643,chain_0
20.961155,37.85066,0.0015933514,-37.522976,10.289509,chain_0
19.825947,34.08224,-32.304783,-5.142276,12.909357,chain_0
16.11087,-21.286598,17.472109,6.72505,11.223572,chain_0
17.800123,17.446371,7.353551,-24.768032,10.376915,chain_0
15.252626,9.31503,-3.5388544,-6.7114506,11.698025,chain_0
17.571327,-21.272305,41.908154,-18.233078,13.268188,chain_0
18.212175,-31.53066,56.768635,-20.38306,15.151852,chain_0
18.862116,3.1142547,14.369637,-17.36365,8.143297,chain_0
15.8596735,17.98684,-0.2793064,-15.399376,10.475851,chain_0
19.945044,16.183966,1.7576771,-18.659187,11.560779,chain_0
18.550953,41.61975,-16.603651,-25.400173,10.477764,chain_0
17.360285,-14.750076,21.100819,-7.342382,14.8127165,chain_0
18.417301,-6.2313275,31.365686,-26.943155,13.40904,chain_0
19.12122,-12.500197,-3.9174352,14.881019,14.803817,chain_0
14.587129,25.08164,-29.187304,5.2880163,9.541601,chain_0
16.11866,9.929509,5.2621784,-15.77964,13.031192,chain_0
16.570015,2.2128015,-4.5004864,-1.2204542,10.5792,chain_0
16.960089,7.9346976,-4.7733555,-5.233486,10.258818,chain_0
16.4327,3.0629635,18.778666,-22.182732,11.21289,chain_0
22.502989,1.2034822,20.58433,-25.791368,11.20371,chain_0
14.712205,17.382349,-4.847718,-9.405087,9.254431,chain_0
19.436045,26.945898,-16.95191,-4.4883294,12.523743,chain_0
17.079136,26.019146,-26.202593,-2.6506257,8.742994,chain_0
19.055553,18.114862,-22.806738,5.3981266,8.494993,chain_0
